SAPCE1 Personal consumption expenditures (PCE) by major type of product 1
SAPCE1 Personal consumption expenditures (PCE) by major type of product 1
State or DC
GeoFips,GeoName,LineCode,Description,2023
24000,Maryland,1,Personal consumption expenditures,346417.2
24000,Maryland,2,"  Goods",108044.9
24000,Maryland,3,"    Durable goods",36783.8
24000,Maryland,4,"      Motor vehicles and parts",12067.1
24000,Maryland,5,"      Furnishings and durable household equipment",8101.6
24000,Maryland,6,"      Recreational goods and vehicles",11533.2
24000,Maryland,7,"      Other durable goods",5081.9
24000,Maryland,8,"    Nondurable goods",71261.1
24000,Maryland,9,"      Food and beverages purchased for off-premises consumption",23682.3
24000,Maryland,10,"      Clothing and footwear",9432.9
24000,Maryland,11,"      Gasoline and other energy goods",7805.3
24000,Maryland,12,"      Other nondurable goods",30340.5
24000,Maryland,13,"  Services",238372.4
24000,Maryland,14,"    Household consumption expenditures (for services)",227461.7
24000,Maryland,15,"      Housing and utilities",66990.6
24000,Maryland,16,"      Health care",54621.1
24000,Maryland,17,"      Transportation services",11000.1
24000,Maryland,18,"      Recreation services",13464.1
24000,Maryland,19,"      Food services and accommodations",24031.4
24000,Maryland,20,"      Financial services and insurance",22892.3
24000,Maryland,21,"      Other services",34462.1
24000,Maryland,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",10910.7
24000,Maryland,23,"      Gross output of nonprofit institutions",43663.2
24000,Maryland,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",32752.5
25000,Massachusetts,1,Personal consumption expenditures,483803.1
25000,Massachusetts,2,"  Goods",136918.1
25000,Massachusetts,3,"    Durable goods",47069.3
25000,Massachusetts,4,"      Motor vehicles and parts",13501.4
25000,Massachusetts,5,"      Furnishings and durable household equipment",10933.1
25000,Massachusetts,6,"      Recreational goods and vehicles",15697.6
25000,Massachusetts,7,"      Other durable goods",6937.1
25000,Massachusetts,8,"    Nondurable goods",89848.9
25000,Massachusetts,9,"      Food and beverages purchased for off-premises consumption",34094.9
25000,Massachusetts,10,"      Clothing and footwear",11248.8
25000,Massachusetts,11,"      Gasoline and other energy goods",7132.6
25000,Massachusetts,12,"      Other nondurable goods",37372.5
25000,Massachusetts,13,"  Services",346885.0
25000,Massachusetts,14,"    Household consumption expenditures (for services)",328009.6
25000,Massachusetts,15,"      Housing and utilities",87310.5
25000,Massachusetts,16,"      Health care",79497.0
25000,Massachusetts,17,"      Transportation services",19641.2
25000,Massachusetts,18,"      Recreation services",19522.9
25000,Massachusetts,19,"      Food services and accommodations",34056.1
25000,Massachusetts,20,"      Financial services and insurance",44286.9
25000,Massachusetts,21,"      Other services",43695.0
25000,Massachusetts,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",18875.3
25000,Massachusetts,23,"      Gross output of nonprofit institutions",54122.2
25000,Massachusetts,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",35246.9
26000,Michigan,1,Personal consumption expenditures,524045.1
26000,Michigan,2,"  Goods",170994.4
26000,Michigan,3,"    Durable goods",58310.6
26000,Michigan,4,"      Motor vehicles and parts",20372.3
26000,Michigan,5,"      Furnishings and durable household equipment",12381.8
26000,Michigan,6,"      Recreational goods and vehicles",17275.6
26000,Michigan,7,"      Other durable goods",8280.9
26000,Michigan,8,"    Nondurable goods",112683.8
26000,Michigan,9,"      Food and beverages purchased for off-premises consumption",41871.1
26000,Michigan,10,"      Clothing and footwear",13563.8
26000,Michigan,11,"      Gasoline and other energy goods",14547.8
26000,Michigan,12,"      Other nondurable goods",42701.0
26000,Michigan,13,"  Services",353050.8
26000,Michigan,14,"    Household consumption expenditures (for services)",327188.0
26000,Michigan,15,"      Housing and utilities",88426.0
26000,Michigan,16,"      Health care",84124.9
26000,Michigan,17,"      Transportation services",14246.9
26000,Michigan,18,"      Recreation services",16146.3
26000,Michigan,19,"      Food services and accommodations",32239.8
26000,Michigan,20,"      Financial services and insurance",52745.1
26000,Michigan,21,"      Other services",39259.0
26000,Michigan,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",25862.7
26000,Michigan,23,"      Gross output of nonprofit institutions",69623.1
26000,Michigan,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",43760.4
27000,Minnesota,1,Personal consumption expenditures,324127.6
27000,Minnesota,2,"  Goods",102212.4
27000,Minnesota,3,"    Durable goods",41641.5
27000,Minnesota,4,"      Motor vehicles and parts",14586.8
27000,Minnesota,5,"      Furnishings and durable household equipment",7528.3
27000,Minnesota,6,"      Recreational goods and vehicles",15514.5
27000,Minnesota,7,"      Other durable goods",4012.0
27000,Minnesota,8,"    Nondurable goods",60571.0
27000,Minnesota,9,"      Food and beverages purchased for off-premises consumption",21352.8
27000,Minnesota,10,"      Clothing and footwear",8407.5
27000,Minnesota,11,"      Gasoline and other energy goods",9045.5
27000,Minnesota,12,"      Other nondurable goods",21765.3
27000,Minnesota,13,"  Services",221915.2
27000,Minnesota,14,"    Household consumption expenditures (for services)",208872.3
27000,Minnesota,15,"      Housing and utilities",57555.4
27000,Minnesota,16,"      Health care",56455.8
27000,Minnesota,17,"      Transportation services",9989.0
27000,Minnesota,18,"      Recreation services",10561.5
27000,Minnesota,19,"      Food services and accommodations",19325.1
27000,Minnesota,20,"      Financial services and insurance",26136.3
27000,Minnesota,21,"      Other services",28849.2
27000,Minnesota,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",13042.9
27000,Minnesota,23,"      Gross output of nonprofit institutions",43262.2
27000,Minnesota,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",30219.3
28000,Mississippi,1,Personal consumption expenditures,123851.1
28000,Mississippi,2,"  Goods",46159.9
28000,Mississippi,3,"    Durable goods",14211.1
28000,Mississippi,4,"      Motor vehicles and parts",6418.6
28000,Mississippi,5,"      Furnishings and durable household equipment",3141.0
28000,Mississippi,6,"      Recreational goods and vehicles",2786.5
28000,Mississippi,7,"      Other durable goods",1865.1
28000,Mississippi,8,"    Nondurable goods",31948.8
28000,Mississippi,9,"      Food and beverages purchased for off-premises consumption",11823.7
28000,Mississippi,10,"      Clothing and footwear",3844.5
28000,Mississippi,11,"      Gasoline and other energy goods",4588.9
28000,Mississippi,12,"      Other nondurable goods",11691.8
28000,Mississippi,13,"  Services",77691.2
28000,Mississippi,14,"    Household consumption expenditures (for services)",74865.4
28000,Mississippi,15,"      Housing and utilities",20646.0
28000,Mississippi,16,"      Health care",22473.0
28000,Mississippi,17,"      Transportation services",2993.3
28000,Mississippi,18,"      Recreation services",3445.0
28000,Mississippi,19,"      Food services and accommodations",9293.7
28000,Mississippi,20,"      Financial services and insurance",7996.3
28000,Mississippi,21,"      Other services",8018.2
28000,Mississippi,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",2825.8
28000,Mississippi,23,"      Gross output of nonprofit institutions",12653.4
28000,Mississippi,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",9827.7
29000,Missouri,1,Personal consumption expenditures,322803.9
29000,Missouri,2,"  Goods",110154.2
29000,Missouri,3,"    Durable goods",35836.5
29000,Missouri,4,"      Motor vehicles and parts",15655.3
29000,Missouri,5,"      Furnishings and durable household equipment",7731.5
29000,Missouri,6,"      Recreational goods and vehicles",8347.9
29000,Missouri,7,"      Other durable goods",4101.7
29000,Missouri,8,"    Nondurable goods",74317.7
29000,Missouri,9,"      Food and beverages purchased for off-premises consumption",24630.9
29000,Missouri,10,"      Clothing and footwear",8005.9
29000,Missouri,11,"      Gasoline and other energy goods",12519.1
29000,Missouri,12,"      Other nondurable goods",29161.7
29000,Missouri,13,"  Services",212649.7
29000,Missouri,14,"    Household consumption expenditures (for services)",203013.3
29000,Missouri,15,"      Housing and utilities",47901.9
29000,Missouri,16,"      Health care",58085.6
29000,Missouri,17,"      Transportation services",10022.4
29000,Missouri,18,"      Recreation services",12597.1
29000,Missouri,19,"      Food services and accommodations",22107.6
29000,Missouri,20,"      Financial services and insurance",26354.1
29000,Missouri,21,"      Other services",25944.5
29000,Missouri,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",9636.4
29000,Missouri,23,"      Gross output of nonprofit institutions",33683.3
29000,Missouri,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",24046.9
30000,Montana,1,Personal consumption expenditures,62603.2
30000,Montana,2,"  Goods",21677.9
30000,Montana,3,"    Durable goods",8350.2
30000,Montana,4,"      Motor vehicles and parts",3458.4
30000,Montana,5,"      Furnishings and durable household equipment",1682.6
30000,Montana,6,"      Recreational goods and vehicles",2357.3
30000,Montana,7,"      Other durable goods",851.9
30000,Montana,8,"    Nondurable goods",13327.7
30000,Montana,9,"      Food and beverages purchased for off-premises consumption",5615.8
30000,Montana,10,"      Clothing and footwear",1342.2
30000,Montana,11,"      Gasoline and other energy goods",1949.8
30000,Montana,12,"      Other nondurable goods",4420.0
30000,Montana,13,"  Services",40925.3
30000,Montana,14,"    Household consumption expenditures (for services)",38840.6
30000,Montana,15,"      Housing and utilities",10687.3
30000,Montana,16,"      Health care",10287.6
30000,Montana,17,"      Transportation services",2394.7
30000,Montana,18,"      Recreation services",2839.5
30000,Montana,19,"      Food services and accommodations",4491.4
30000,Montana,20,"      Financial services and insurance",4177.8
30000,Montana,21,"      Other services",3962.3
30000,Montana,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",2084.7
30000,Montana,23,"      Gross output of nonprofit institutions",6538.7
30000,Montana,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",4454.0
31000,Nebraska,1,Personal consumption expenditures,103226.1
31000,Nebraska,2,"  Goods",35235.6
31000,Nebraska,3,"    Durable goods",13230.0
31000,Nebraska,4,"      Motor vehicles and parts",5783.5
31000,Nebraska,5,"      Furnishings and durable household equipment",2461.2
31000,Nebraska,6,"      Recreational goods and vehicles",3400.9
31000,Nebraska,7,"      Other durable goods",1584.4
31000,Nebraska,8,"    Nondurable goods",22005.6
31000,Nebraska,9,"      Food and beverages purchased for off-premises consumption",7723.5
31000,Nebraska,10,"      Clothing and footwear",2414.3
31000,Nebraska,11,"      Gasoline and other energy goods",3941.5
31000,Nebraska,12,"      Other nondurable goods",7926.3
31000,Nebraska,13,"  Services",67990.5
31000,Nebraska,14,"    Household consumption expenditures (for services)",64451.7
31000,Nebraska,15,"      Housing and utilities",15343.8
31000,Nebraska,16,"      Health care",18936.2
31000,Nebraska,17,"      Transportation services",3394.8
31000,Nebraska,18,"      Recreation services",2936.5
31000,Nebraska,19,"      Food services and accommodations",6668.9
31000,Nebraska,20,"      Financial services and insurance",9708.7
31000,Nebraska,21,"      Other services",7462.7
31000,Nebraska,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",3538.8
31000,Nebraska,23,"      Gross output of nonprofit institutions",11832.1
31000,Nebraska,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",8293.4
32000,Nevada,1,Personal consumption expenditures,172657.6
32000,Nevada,2,"  Goods",59342.4
32000,Nevada,3,"    Durable goods",21094.6
32000,Nevada,4,"      Motor vehicles and parts",7203.3
32000,Nevada,5,"      Furnishings and durable household equipment",4835.5
32000,Nevada,6,"      Recreational goods and vehicles",6368.8
32000,Nevada,7,"      Other durable goods",2686.9
32000,Nevada,8,"    Nondurable goods",38247.9
32000,Nevada,9,"      Food and beverages purchased for off-premises consumption",14573.1
32000,Nevada,10,"      Clothing and footwear",4617.7
32000,Nevada,11,"      Gasoline and other energy goods",4074.4
32000,Nevada,12,"      Other nondurable goods",14982.7
32000,Nevada,13,"  Services",113315.1
32000,Nevada,14,"    Household consumption expenditures (for services)",107836.8
32000,Nevada,15,"      Housing and utilities",32994.0
32000,Nevada,16,"      Health care",22993.2
32000,Nevada,17,"      Transportation services",5045.8
32000,Nevada,18,"      Recreation services",7465.7
32000,Nevada,19,"      Food services and accommodations",13144.0
32000,Nevada,20,"      Financial services and insurance",14459.2
32000,Nevada,21,"      Other services",11734.8
32000,Nevada,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",5478.4
32000,Nevada,23,"      Gross output of nonprofit institutions",16915.3
32000,Nevada,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",11436.9
33000,New Hampshire,1,Personal consumption expenditures,92406.2
33000,New Hampshire,2,"  Goods",29663.5
33000,New Hampshire,3,"    Durable goods",10371.4
33000,New Hampshire,4,"      Motor vehicles and parts",4185.9
33000,New Hampshire,5,"      Furnishings and durable household equipment",2327.7
33000,New Hampshire,6,"      Recreational goods and vehicles",2525.2
33000,New Hampshire,7,"      Other durable goods",1332.6
33000,New Hampshire,8,"    Nondurable goods",19292.2
33000,New Hampshire,9,"      Food and beverages purchased for off-premises consumption",7565.0
33000,New Hampshire,10,"      Clothing and footwear",2427.0
33000,New Hampshire,11,"      Gasoline and other energy goods",2402.4
33000,New Hampshire,12,"      Other nondurable goods",6897.7
33000,New Hampshire,13,"  Services",62742.7
33000,New Hampshire,14,"    Household consumption expenditures (for services)",58567.5
33000,New Hampshire,15,"      Housing and utilities",16626.4
33000,New Hampshire,16,"      Health care",13860.2
33000,New Hampshire,17,"      Transportation services",2688.1
33000,New Hampshire,18,"      Recreation services",3792.1
33000,New Hampshire,19,"      Food services and accommodations",5772.8
33000,New Hampshire,20,"      Financial services and insurance",7967.8
33000,New Hampshire,21,"      Other services",7860.2
33000,New Hampshire,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",4175.2
33000,New Hampshire,23,"      Gross output of nonprofit institutions",11143.1
33000,New Hampshire,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",6967.9
34000,New Jersey,1,Personal consumption expenditures,592882.2
34000,New Jersey,2,"  Goods",183838.9
34000,New Jersey,3,"    Durable goods",59985.2
34000,New Jersey,4,"      Motor vehicles and parts",18530.6
34000,New Jersey,5,"      Furnishings and durable household equipment",15398.3
34000,New Jersey,6,"      Recreational goods and vehicles",16739.4
34000,New Jersey,7,"      Other durable goods",9316.9
34000,New Jersey,8,"    Nondurable goods",123853.7
34000,New Jersey,9,"      Food and beverages purchased for off-premises consumption",41178.8
34000,New Jersey,10,"      Clothing and footwear",17416.3
34000,New Jersey,11,"      Gasoline and other energy goods",11502.5
34000,New Jersey,12,"      Other nondurable goods",53756.0
34000,New Jersey,13,"  Services",409043.3
34000,New Jersey,14,"    Household consumption expenditures (for services)",372800.1
34000,New Jersey,15,"      Housing and utilities",105963.3
34000,New Jersey,16,"      Health care",90701.3
34000,New Jersey,17,"      Transportation services",17252.7
34000,New Jersey,18,"      Recreation services",22396.8
34000,New Jersey,19,"      Food services and accommodations",37903.3
34000,New Jersey,20,"      Financial services and insurance",46248.2
34000,New Jersey,21,"      Other services",52334.5
34000,New Jersey,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",36243.1
34000,New Jersey,23,"      Gross output of nonprofit institutions",91479.0
34000,New Jersey,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",55235.8
35000,New Mexico,1,Personal consumption expenditures,97420.9
35000,New Mexico,2,"  Goods",33157.3
35000,New Mexico,3,"    Durable goods",11271.6
35000,New Mexico,4,"      Motor vehicles and parts",4809.3
35000,New Mexico,5,"      Furnishings and durable household equipment",2510.2
35000,New Mexico,6,"      Recreational goods and vehicles",2187.0
35000,New Mexico,7,"      Other durable goods",1765.2
35000,New Mexico,8,"    Nondurable goods",21885.6
35000,New Mexico,9,"      Food and beverages purchased for off-premises consumption",8523.3
35000,New Mexico,10,"      Clothing and footwear",2325.0
35000,New Mexico,11,"      Gasoline and other energy goods",3239.2
35000,New Mexico,12,"      Other nondurable goods",7798.2
35000,New Mexico,13,"  Services",64263.6
35000,New Mexico,14,"    Household consumption expenditures (for services)",60975.9
35000,New Mexico,15,"      Housing and utilities",17263.1
35000,New Mexico,16,"      Health care",16911.6
35000,New Mexico,17,"      Transportation services",2458.4
35000,New Mexico,18,"      Recreation services",3017.8
35000,New Mexico,19,"      Food services and accommodations",8313.3
35000,New Mexico,20,"      Financial services and insurance",6982.9
35000,New Mexico,21,"      Other services",6028.8
35000,New Mexico,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",3287.7
35000,New Mexico,23,"      Gross output of nonprofit institutions",11607.4
35000,New Mexico,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",8319.6
36000,New York,1,Personal consumption expenditures,1248145.3
36000,New York,2,"  Goods",353418.4
36000,New York,3,"    Durable goods",107141.3
36000,New York,4,"      Motor vehicles and parts",31822.3
36000,New York,5,"      Furnishings and durable household equipment",27654.4
36000,New York,6,"      Recreational goods and vehicles",30877.5
36000,New York,7,"      Other durable goods",16787.0
36000,New York,8,"    Nondurable goods",246277.1
36000,New York,9,"      Food and beverages purchased for off-premises consumption",83729.5
36000,New York,10,"      Clothing and footwear",34516.8
36000,New York,11,"      Gasoline and other energy goods",17129.4
36000,New York,12,"      Other nondurable goods",110901.3
36000,New York,13,"  Services",894726.9
36000,New York,14,"    Household consumption expenditures (for services)",844434.8
36000,New York,15,"      Housing and utilities",222128.9
36000,New York,16,"      Health care",222002.9
36000,New York,17,"      Transportation services",44918.4
36000,New York,18,"      Recreation services",42637.4
36000,New York,19,"      Food services and accommodations",90759.4
36000,New York,20,"      Financial services and insurance",102857.0
36000,New York,21,"      Other services",119130.8
36000,New York,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",50292.0
36000,New York,23,"      Gross output of nonprofit institutions",172715.8
36000,New York,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",122423.8
37000,North Carolina,1,Personal consumption expenditures,553487.4
37000,North Carolina,2,"  Goods",203634.0
37000,North Carolina,3,"    Durable goods",75884.5
37000,North Carolina,4,"      Motor vehicles and parts",26798.2
37000,North Carolina,5,"      Furnishings and durable household equipment",16399.8
37000,North Carolina,6,"      Recreational goods and vehicles",24021.4
37000,North Carolina,7,"      Other durable goods",8665.0
37000,North Carolina,8,"    Nondurable goods",127749.5
37000,North Carolina,9,"      Food and beverages purchased for off-premises consumption",46283.8
37000,North Carolina,10,"      Clothing and footwear",15619.5
37000,North Carolina,11,"      Gasoline and other energy goods",15161.9
37000,North Carolina,12,"      Other nondurable goods",50684.3
37000,North Carolina,13,"  Services",349853.4
37000,North Carolina,14,"    Household consumption expenditures (for services)",348850.8
37000,North Carolina,15,"      Housing and utilities",96001.8
37000,North Carolina,16,"      Health care",88481.5
37000,North Carolina,17,"      Transportation services",15131.7
37000,North Carolina,18,"      Recreation services",21320.7
37000,North Carolina,19,"      Food services and accommodations",40174.4
37000,North Carolina,20,"      Financial services and insurance",39662.2
37000,North Carolina,21,"      Other services",48078.4
37000,North Carolina,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",1002.6
37000,North Carolina,23,"      Gross output of nonprofit institutions",43381.6
37000,North Carolina,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",42379.0
38000,North Dakota,1,Personal consumption expenditures,43727.5
38000,North Dakota,2,"  Goods",14083.6
38000,North Dakota,3,"    Durable goods",5591.8
38000,North Dakota,4,"      Motor vehicles and parts",2044.7
38000,North Dakota,5,"      Furnishings and durable household equipment",1153.9
38000,North Dakota,6,"      Recreational goods and vehicles",1825.9
38000,North Dakota,7,"      Other durable goods",567.3
38000,North Dakota,8,"    Nondurable goods",8491.8
38000,North Dakota,9,"      Food and beverages purchased for off-premises consumption",2974.0
38000,North Dakota,10,"      Clothing and footwear",1175.3
38000,North Dakota,11,"      Gasoline and other energy goods",887.9
38000,North Dakota,12,"      Other nondurable goods",3454.6
38000,North Dakota,13,"  Services",29643.9
38000,North Dakota,14,"    Household consumption expenditures (for services)",27684.3
38000,North Dakota,15,"      Housing and utilities",5957.1
38000,North Dakota,16,"      Health care",8688.9
38000,North Dakota,17,"      Transportation services",1428.1
38000,North Dakota,18,"      Recreation services",1266.7
38000,North Dakota,19,"      Food services and accommodations",3020.6
38000,North Dakota,20,"      Financial services and insurance",3948.0
38000,North Dakota,21,"      Other services",3374.9
38000,North Dakota,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",1959.7
38000,North Dakota,23,"      Gross output of nonprofit institutions",5094.8
38000,North Dakota,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",3135.1
39000,Ohio,1,Personal consumption expenditures,596162.7
39000,Ohio,2,"  Goods",203944.9
39000,Ohio,3,"    Durable goods",70215.6
39000,Ohio,4,"      Motor vehicles and parts",25584.1
39000,Ohio,5,"      Furnishings and durable household equipment",15602.5
39000,Ohio,6,"      Recreational goods and vehicles",20345.5
39000,Ohio,7,"      Other durable goods",8683.5
39000,Ohio,8,"    Nondurable goods",133729.3
39000,Ohio,9,"      Food and beverages purchased for off-premises consumption",49181.2
39000,Ohio,10,"      Clothing and footwear",15181.5
39000,Ohio,11,"      Gasoline and other energy goods",16559.1
39000,Ohio,12,"      Other nondurable goods",52807.4
39000,Ohio,13,"  Services",392217.9
39000,Ohio,14,"    Household consumption expenditures (for services)",365651.2
39000,Ohio,15,"      Housing and utilities",93458.2
39000,Ohio,16,"      Health care",112203.4
39000,Ohio,17,"      Transportation services",14234.3
39000,Ohio,18,"      Recreation services",21197.1
39000,Ohio,19,"      Food services and accommodations",38767.5
39000,Ohio,20,"      Financial services and insurance",42325.7
39000,Ohio,21,"      Other services",43465.1
39000,Ohio,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",26566.6
39000,Ohio,23,"      Gross output of nonprofit institutions",78103.1
39000,Ohio,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",51536.5
40000,Oklahoma,1,Personal consumption expenditures,179981.1
40000,Oklahoma,2,"  Goods",64966.9
40000,Oklahoma,3,"    Durable goods",23483.3
40000,Oklahoma,4,"      Motor vehicles and parts",11134.3
40000,Oklahoma,5,"      Furnishings and durable household equipment",4884.6
40000,Oklahoma,6,"      Recreational goods and vehicles",4894.9
40000,Oklahoma,7,"      Other durable goods",2569.4
40000,Oklahoma,8,"    Nondurable goods",41483.6
40000,Oklahoma,9,"      Food and beverages purchased for off-premises consumption",13272.9
40000,Oklahoma,10,"      Clothing and footwear",5736.0
40000,Oklahoma,11,"      Gasoline and other energy goods",7034.2
40000,Oklahoma,12,"      Other nondurable goods",15440.5
40000,Oklahoma,13,"  Services",115014.2
40000,Oklahoma,14,"    Household consumption expenditures (for services)",113697.8
40000,Oklahoma,15,"      Housing and utilities",29611.0
40000,Oklahoma,16,"      Health care",33975.9
40000,Oklahoma,17,"      Transportation services",4595.6
40000,Oklahoma,18,"      Recreation services",5383.9
40000,Oklahoma,19,"      Food services and accommodations",14106.5
40000,Oklahoma,20,"      Financial services and insurance",13024.4
40000,Oklahoma,21,"      Other services",13000.5
40000,Oklahoma,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",1316.4
40000,Oklahoma,23,"      Gross output of nonprofit institutions",19256.9
40000,Oklahoma,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",17940.5
41000,Oregon,1,Personal consumption expenditures,234577.7
41000,Oregon,2,"  Goods",80795.4
41000,Oregon,3,"    Durable goods",30678.2
41000,Oregon,4,"      Motor vehicles and parts",9329.6
41000,Oregon,5,"      Furnishings and durable household equipment",7034.4
41000,Oregon,6,"      Recreational goods and vehicles",11049.1
41000,Oregon,7,"      Other durable goods",3265.1
41000,Oregon,8,"    Nondurable goods",50117.2
41000,Oregon,9,"      Food and beverages purchased for off-premises consumption",20884.5
41000,Oregon,10,"      Clothing and footwear",7055.1
41000,Oregon,11,"      Gasoline and other energy goods",5548.8
41000,Oregon,12,"      Other nondurable goods",16628.8
41000,Oregon,13,"  Services",153782.4
41000,Oregon,14,"    Household consumption expenditures (for services)",146396.9
41000,Oregon,15,"      Housing and utilities",42355.2
41000,Oregon,16,"      Health care",38757.7
41000,Oregon,17,"      Transportation services",7653.2
41000,Oregon,18,"      Recreation services",9071.7
41000,Oregon,19,"      Food services and accommodations",17359.0
41000,Oregon,20,"      Financial services and insurance",14657.9
41000,Oregon,21,"      Other services",16542.1
41000,Oregon,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",7385.4
41000,Oregon,23,"      Gross output of nonprofit institutions",27072.0
41000,Oregon,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",19686.5
42000,Pennsylvania,1,Personal consumption expenditures,738929.8
42000,Pennsylvania,2,"  Goods",239534.2
42000,Pennsylvania,3,"    Durable goods",81778.6
42000,Pennsylvania,4,"      Motor vehicles and parts",27008.7
42000,Pennsylvania,5,"      Furnishings and durable household equipment",18396.0
42000,Pennsylvania,6,"      Recreational goods and vehicles",26427.1
42000,Pennsylvania,7,"      Other durable goods",9946.7
42000,Pennsylvania,8,"    Nondurable goods",157755.6
42000,Pennsylvania,9,"      Food and beverages purchased for off-premises consumption",54454.8
42000,Pennsylvania,10,"      Clothing and footwear",18308.9
42000,Pennsylvania,11,"      Gasoline and other energy goods",19066.9
42000,Pennsylvania,12,"      Other nondurable goods",65925.0
42000,Pennsylvania,13,"  Services",499395.6
42000,Pennsylvania,14,"    Household consumption expenditures (for services)",469557.3
42000,Pennsylvania,15,"      Housing and utilities",118551.6
42000,Pennsylvania,16,"      Health care",124547.4
42000,Pennsylvania,17,"      Transportation services",20474.0
42000,Pennsylvania,18,"      Recreation services",26387.1
42000,Pennsylvania,19,"      Food services and accommodations",43636.0
42000,Pennsylvania,20,"      Financial services and insurance",58100.6
42000,Pennsylvania,21,"      Other services",77860.6
42000,Pennsylvania,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",29838.3
42000,Pennsylvania,23,"      Gross output of nonprofit institutions",88092.6
42000,Pennsylvania,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",58254.3
44000,Rhode Island,1,Personal consumption expenditures,61337.8
44000,Rhode Island,2,"  Goods",18033.9
44000,Rhode Island,3,"    Durable goods",5757.3
44000,Rhode Island,4,"      Motor vehicles and parts",2127.6
44000,Rhode Island,5,"      Furnishings and durable household equipment",1396.9
44000,Rhode Island,6,"      Recreational goods and vehicles",1361.0
44000,Rhode Island,7,"      Other durable goods",871.9
44000,Rhode Island,8,"    Nondurable goods",12276.6
44000,Rhode Island,9,"      Food and beverages purchased for off-premises consumption",4951.4
44000,Rhode Island,10,"      Clothing and footwear",1343.5
44000,Rhode Island,11,"      Gasoline and other energy goods",1053.4
44000,Rhode Island,12,"      Other nondurable goods",4928.3
44000,Rhode Island,13,"  Services",43303.9
44000,Rhode Island,14,"    Household consumption expenditures (for services)",40657.7
44000,Rhode Island,15,"      Housing and utilities",11095.5
44000,Rhode Island,16,"      Health care",10170.0
44000,Rhode Island,17,"      Transportation services",2551.5
44000,Rhode Island,18,"      Recreation services",2426.9
44000,Rhode Island,19,"      Food services and accommodations",5283.6
44000,Rhode Island,20,"      Financial services and insurance",4249.0
44000,Rhode Island,21,"      Other services",4881.2
44000,Rhode Island,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",2646.2
44000,Rhode Island,23,"      Gross output of nonprofit institutions",7069.9
44000,Rhode Island,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",4423.7
45000,South Carolina,1,Personal consumption expenditures,264655.8
45000,South Carolina,2,"  Goods",95662.5
45000,South Carolina,3,"    Durable goods",31149.6
45000,South Carolina,4,"      Motor vehicles and parts",13100.8
45000,South Carolina,5,"      Furnishings and durable household equipment",7429.2
45000,South Carolina,6,"      Recreational goods and vehicles",6515.4
45000,South Carolina,7,"      Other durable goods",4104.1
45000,South Carolina,8,"    Nondurable goods",64512.9
45000,South Carolina,9,"      Food and beverages purchased for off-premises consumption",23070.8
45000,South Carolina,10,"      Clothing and footwear",7798.4
45000,South Carolina,11,"      Gasoline and other energy goods",9717.7
45000,South Carolina,12,"      Other nondurable goods",23926.1
45000,South Carolina,13,"  Services",168993.3
45000,South Carolina,14,"    Household consumption expenditures (for services)",164570.5
45000,South Carolina,15,"      Housing and utilities",50617.3
